,0
2020-01-02,3000.0549999999985
2020-01-03,1387.139299999992
2020-01-06,997.5871000000145
2020-01-07,-2999.2175000000598
2020-01-08,1000.2784000000092
2020-01-09,-4996.42810000001
2020-01-10,519.5915999999842
2020-01-13,-0.436500000020942
2020-01-14,1997.5686000000144
2020-01-15,6113.428399999952
2020-01-16,-1517.2101000000052
2020-01-17,1379.5468000000187
2020-01-20,-898.2208999999899
2020-01-21,-1001.0417000000076
2020-01-22,2998.6404000000243
2020-01-23,5999.166999999968
2020-01-24,-1214.4870000000037
2020-01-27,-0.06400000002724937
2020-01-28,2999.2317999999827
2020-01-29,4972.858800000083
2020-01-30,1609.5136999999954
2020-01-31,3499.811400000059
2020-02-03,-1998.3381000000113
2020-02-04,5996.231599999972
2020-02-05,-1998.994200000004
2020-02-06,2960.5537999999606
2020-02-07,580.2247999999599
2020-02-10,-2455.515500000016
2020-02-11,3988.0070000000446
2020-02-12,2999.7389000000194
2020-02-14,-3999.0988000000298
2020-02-17,2999.802799999993
2020-02-18,4998.608200000015
2020-02-19,4061.7211999999927
2020-02-20,1894.1756999999923
2020-02-24,3000.3227999999967
2020-02-25,-4326.022600000019
2020-02-26,1.9767000000069856
2020-02-27,1959.8520000000071
2020-02-28,4475.736400000081
2020-03-02,-2645.9090999999876
2020-03-03,-478.15089999996064
2020-03-04,2491.918300000039
2020-03-05,18.504299999990508
2020-03-06,3641.827099999956
2020-03-09,-687.435700000008
2020-03-10,-1999.4549000000136
2020-03-11,1003.5536000000116
2020-03-12,1551.0243000000446
2020-03-13,-244.9655999999934
2020-03-16,37.72830000002102
2020-03-17,-999.9960000000095
2020-03-18,-1000.9887000000064
2020-03-19,2217.5604999999837
2020-03-20,775.8452000000009
2020-03-23,2999.933400000008
2020-03-24,3022.9781999999914
2020-03-25,-295.1024999999935
2020-03-26,998.2706999999999
2020-03-27,2997.0457999999935
2020-03-30,6061.166699999972
2020-03-31,2407.919200000006
2020-04-01,563.6873000000004
2020-04-02,3963.9332999999942
2020-04-03,2952.175699999896
2020-04-06,1999.6010000000042
2020-04-07,2625.6959999999617
2020-04-08,1346.3915000000527
2020-04-09,2993.5641999999757
2020-04-10,7998.027400000046
2020-04-13,999.8344000000109
2020-04-14,-342.53819999999723
2020-04-15,3722.8772999999574
2020-04-16,6998.890100000006
2020-04-17,7996.100999999977
2020-04-20,6686.831400000003
2020-04-21,5036.1688000000395
2020-04-22,1999.0935999999865
2020-04-23,5063.095900000032
2020-04-24,1128.1528999999882
2020-04-27,4686.840000000029
2020-04-28,2421.366000000011
2020-04-29,5233.644000000046
2020-04-30,1999.7120000000134
2020-05-01,5722.628899999992
2020-05-04,-3039.642599999999
2020-05-05,4780.761400000052
2020-05-06,-0.8060999999929663
2020-05-07,998.1659999999982
2020-05-08,-3281.577300000003
2020-05-11,3998.134599999938
2020-05-12,874.3080000000007
2020-05-13,760.2010000000741
2020-05-14,3024.979799999998
2020-05-15,1909.4555000000146
2020-05-18,1999.9683999999704
2020-05-19,-8.76480000001618
2020-05-20,-0.4877000000217322
2020-05-21,4064.7344999999905
2020-05-22,0.05050000001051558
2020-05-25,1999.5364999999883
2020-05-26,4438.633099999941
2020-05-27,1031.6118999999608
2020-05-28,3336.9451000000404
2020-05-29,-8.83699999996702
2020-06-01,4561.6546000000235
2020-06-02,999.8340000000048
2020-06-03,-0.12379999997847335
2020-06-04,303.10549999999296
2020-06-05,-1882.5587000000003
2020-06-08,1999.1662999999917
2020-06-09,4991.716599999991
2020-06-10,999.9423999999841
2020-06-11,3227.8120000000363
2020-06-12,-5.695200000016484
2020-06-15,-758.7965000000032
2020-06-16,-2.645800000044119
2020-06-17,2443.2038999999954
2020-06-18,3997.5312000000044
2020-06-19,2537.843500000044
2020-06-22,1998.7698000000162
2020-06-23,1609.2413000000006
2020-06-24,-1000.2716999999811
2020-06-25,118.26219999999375
2020-06-26,997.180200000004
2020-06-29,-0.7714999999875545
2020-06-30,1710.5281000000193
2020-07-01,-3996.5993000000203
2020-07-02,-1083.4875000000457
2020-07-03,-1805.625099999977
2020-07-06,1446.7584999999926
2020-07-07,-1999.4881000000069
2020-07-08,2.0023000000172715
2020-07-09,3982.1802999999845
2020-07-10,1729.965799999989
2020-07-13,-1421.9596000000015
2020-07-14,780.4407999999961
2020-07-15,-999.4912000000181
2020-07-16,-3999.345200000017
2020-07-17,-1000.2254999998866
2020-07-20,4995.316999999959
2020-07-21,-2306.1048000000096
2020-07-22,-2011.070399999971
2020-07-23,-2995.8459000000084
2020-07-24,-1996.341600000006
2020-07-27,492.5256000000079
2020-07-28,-1998.0466999999971
2020-07-29,-2808.8071000000286
2020-07-30,-1590.2028999999843
2020-07-31,572.6330999999994
2020-08-03,-8.75260000000344
2020-08-04,4771.482000000005
2020-08-05,-1998.4290000000044
2020-08-06,2106.4801999999645
2020-08-07,-2994.0144000000396
2020-08-10,1882.1971000000601
2020-08-11,998.1977000000073
2020-08-12,-1998.4279
2020-08-13,-1382.4988000000062
2020-08-14,-2313.1959000000234
2020-08-17,-2999.232799999974
2020-08-18,0.7334999999944785
2020-08-19,413.6296999999265
2020-08-20,-166.717399999951
2020-08-21,-2998.759299999963
2020-08-24,-2575.9406999999787
2020-08-25,4996.202599999946
2020-08-26,2999.098600000033
2020-08-27,1036.7420000000002
2020-08-28,5464.810299999986
2020-08-31,-550.3668000000031
2020-09-01,1259.7904999999896
2020-09-02,-445.84950000001083
2020-09-03,1999.4309999999996
2020-09-04,1994.8249999999953
2020-09-07,2999.450999999971
2020-09-08,3875.807100000094
2020-09-09,-1286.2221000000136
